file,filename,model,domain,condition,iteration,corpus_type,is_partial,word_count,file_size_kb,issues,source,jsd_score,tfidf_distance,bert_score_f1
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 10 gemini.txt,Air status quo iteration 10 gemini.txt,Gemini,Air Pollution,Status Quo,10.0,Primary,False,825,5.36,none,ai_draft,0.6554567756960278,0.5448218694700062,0.6042392253875732
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 2 gemini.txt,Air status quo iteration 2 gemini.txt,Gemini,Air Pollution,Status Quo,2.0,Primary,False,884,5.56,none,ai_draft,0.6535829497678158,0.5831722080021753,0.6119499802589417
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 3 gemini.txt,Air status quo iteration 3 gemini.txt,Gemini,Air Pollution,Status Quo,3.0,Primary,False,908,5.58,none,ai_draft,0.6251643294402689,0.527030468696857,0.610934317111969
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 4 gemino.txt,Air status quo iteration 4 gemino.txt,Gemini,Air Pollution,Status Quo,4.0,Primary,False,827,5.17,none,ai_draft,0.6538539902041955,0.5640093453266543,0.59377121925354
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 5 gemini.txt,Air status quo iteration 5 gemini.txt,Gemini,Air Pollution,Status Quo,5.0,Primary,False,883,5.61,none,ai_draft,0.6583452256557445,0.6289100672211757,0.6234771013259888
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 6 gemini.txt,Air status quo iteration 6 gemini.txt,Gemini,Air Pollution,Status Quo,6.0,Primary,False,813,5.11,none,ai_draft,0.6447010609293827,0.5442530206786504,0.6277892589569092
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 7 gemini.txt,Air status quo iteration 7 gemini.txt,Gemini,Air Pollution,Status Quo,7.0,Primary,False,939,6.1,none,ai_draft,0.6564134537961712,0.5769340150574216,0.6290037035942078
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 8 gemini.txt,Air status quo iteration 8 gemini.txt,Gemini,Air Pollution,Status Quo,8.0,Primary,False,914,5.63,none,ai_draft,0.6494223758439964,0.5542073289344547,0.6170264482498169
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 9 gemini.txt,Air status quo iteration 9 gemini.txt,Gemini,Air Pollution,Status Quo,9.0,Primary,False,963,5.88,none,ai_draft,0.6304644426035163,0.4949269326232061,0.6287136077880859
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 1 gemini.txt,Air unconstrained iteration 1 gemini.txt,Gemini,Air Pollution,Unconstrained,1.0,Primary,False,781,5.04,none,ai_draft,0.6452355460910258,0.5862532561092992,0.607438862323761
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 10 gemini.txt,Air unconstrained iteration 10 gemini.txt,Gemini,Air Pollution,Unconstrained,10.0,Primary,False,713,4.78,none,ai_draft,0.6682768628596252,0.6281940786183965,0.6045368313789368
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 2 gemini.txt,Air unconstrained iteration 2 gemini.txt,Gemini,Air Pollution,Unconstrained,2.0,Primary,False,694,4.59,none,ai_draft,0.6663977867715207,0.6406526140710098,0.599395215511322
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 3 gemini.txt,Air unconstrained iteration 3 gemini.txt,Gemini,Air Pollution,Unconstrained,3.0,Primary,False,858,5.51,none,ai_draft,0.645244713188055,0.5656692029899051,0.6075928211212158
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 4 gemini.txt,Air unconstrained iteration 4 gemini.txt,Gemini,Air Pollution,Unconstrained,4.0,Primary,False,728,4.7,none,ai_draft,0.6518043244389212,0.5968641133499341,0.612825334072113
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 5 gemini.txt,Air unconstrained iteration 5 gemini.txt,Gemini,Air Pollution,Unconstrained,5.0,Primary,False,764,4.9,none,ai_draft,0.6661098315675636,0.6309407225736439,0.605718195438385
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 6 gemini.txt,Air unconstrained iteration 6 gemini.txt,Gemini,Air Pollution,Unconstrained,6.0,Primary,False,731,4.81,none,ai_draft,0.6576717722282704,0.5941608445103579,0.6130826473236084
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 7 gemini.txt,Air unconstrained iteration 7 gemini.txt,Gemini,Air Pollution,Unconstrained,7.0,Primary,False,672,4.23,none,ai_draft,0.6623878347560754,0.6899837197078101,0.6070879101753235
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 8 gemini.txt,Air unconstrained iteration 8 gemini.txt,Gemini,Air Pollution,Unconstrained,8.0,Primary,False,728,4.65,none,ai_draft,0.6576069988923899,0.6248748857153523,0.5933704972267151
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 9 gemini.txt,Air unconstrained iteration 9 gemini.txt,Gemini,Air Pollution,Unconstrained,9.0,Primary,False,698,4.61,none,ai_draft,0.6759431346067443,0.6226605309175863,0.5972239971160889
E:\Research paper\output\gemini_policy_drafts\DPDP innovation iteration 1.txt,DPDP innovation iteration 1.txt,Gemini,Data Protection,Innovation,1.0,Primary,False,715,4.88,none,ai_draft,0.6602944211599285,0.4192432067973343,0.6136816143989563
E:\Research paper\output\gemini_policy_drafts\DPDP innovation iteration 10 gemini.txt,DPDP innovation iteration 10 gemini.txt,Gemini,Data Protection,Innovation,10.0,Primary,False,758,5.1,none,ai_draft,0.6486770262955653,0.321673248069985,0.6191034913063049
E:\Research paper\output\gemini_policy_drafts\DPDP innovation iteration 2 gemini.txt,DPDP innovation iteration 2 gemini.txt,Gemini,Data Protection,Innovation,2.0,Primary,False,769,5.09,none,ai_draft,0.6414056250728623,0.3413355692765426,0.62258380651474
E:\Research paper\output\gemini_policy_drafts\DPDP innovation iteration 3 gemini.txt,DPDP innovation iteration 3 gemini.txt,Gemini,Data Protection,Innovation,3.0,Primary,False,787,5.26,none,ai_draft,0.656065016468065,0.40453357030754833,0.614031195640564
E:\Research paper\output\gemini_policy_drafts\DPDP innovation iteration 4 gemini.txt,DPDP innovation iteration 4 gemini.txt,Gemini,Data Protection,Innovation,4.0,Primary,False,748,4.91,none,ai_draft,0.650485528716739,0.30521525831415075,0.6216930747032166
E:\Research paper\output\gemini_policy_drafts\DPDP innovation iteration 5 gemini.txt,DPDP innovation iteration 5 gemini.txt,Gemini,Data Protection,Innovation,5.0,Primary,False,827,5.52,none,ai_draft,0.6673060100145766,0.40053148750892753,0.6018514633178711
E:\Research paper\output\gemini_policy_drafts\DPDP innovation iteration 6 gemini.txt,DPDP innovation iteration 6 gemini.txt,Gemini,Data Protection,Innovation,6.0,Primary,False,779,5.19,none,ai_draft,0.6635194432849048,0.4203362383946424,0.6129751205444336
E:\Research paper\output\gemini_policy_drafts\DPDP innovation iteration 7 gemini.txt,DPDP innovation iteration 7 gemini.txt,Gemini,Data Protection,Innovation,7.0,Primary,False,623,4.2,none,ai_draft,0.6717511621647932,0.391218024660522,0.624058723449707
E:\Research paper\output\gemini_policy_drafts\DPDP innovation iteration 8 gemini.txt,DPDP innovation iteration 8 gemini.txt,Gemini,Data Protection,Innovation,8.0,Primary,False,749,5.06,none,ai_draft,0.6577202425260463,0.32809989807404183,0.624201238155365
E:\Research paper\output\gemini_policy_drafts\DPDP innovation iteration 9 Gemini.txt,DPDP innovation iteration 9 Gemini.txt,Gemini,Data Protection,Innovation,9.0,Primary,False,707,4.89,none,ai_draft,0.6623864131349937,0.389996263247661,0.6215428113937378
E:\Research paper\output\gemini_policy_drafts\DPDP status quo iteration 1.txt,DPDP status quo iteration 1.txt,Gemini,Data Protection,Status Quo,1.0,Primary,False,968,6.0,none,ai_draft,0.5022319271653694,0.1850558169277311,0.6828720569610596
E:\Research paper\output\gemini_policy_drafts\DPDP status quo iteration 10 gemini.txt,DPDP status quo iteration 10 gemini.txt,Gemini,Data Protection,Status Quo,10.0,Primary,False,1185,7.3,none,ai_draft,0.4789708006817451,0.12689880463617798,0.6932079792022705
E:\Research paper\output\gemini_policy_drafts\DPDP status quo iteration 2 gemini.txt,DPDP status quo iteration 2 gemini.txt,Gemini,Data Protection,Status Quo,2.0,Primary,False,946,5.79,none,ai_draft,0.506135083218444,0.1856518274622153,0.6842078566551208
E:\Research paper\output\gemini_policy_drafts\DPDP status quo iteration 3 gemini.txt,DPDP status quo iteration 3 gemini.txt,Gemini,Data Protection,Status Quo,3.0,Primary,False,996,6.16,none,ai_draft,0.4967255162836494,0.18302026433062424,0.6769042611122131
E:\Research paper\output\gemini_policy_drafts\DPDP status quo iteration 4 gemini.txt,DPDP status quo iteration 4 gemini.txt,Gemini,Data Protection,Status Quo,4.0,Primary,False,874,5.36,none,ai_draft,0.5077015572042568,0.1450499554151088,0.7029774785041809
E:\Research paper\output\gemini_policy_drafts\DPDP status quo iteration 5 gemini.txt,DPDP status quo iteration 5 gemini.txt,Gemini,Data Protection,Status Quo,5.0,Primary,False,857,5.25,none,ai_draft,0.5152779360961356,0.1733534343316231,0.6837193965911865
E:\Research paper\output\gemini_policy_drafts\DPDP status quo iteration 6 gemini.txt,DPDP status quo iteration 6 gemini.txt,Gemini,Data Protection,Status Quo,6.0,Primary,False,1004,6.2,none,ai_draft,0.5062269894020127,0.16083444200841968,0.6747490763664246
E:\Research paper\output\gemini_policy_drafts\DPDP status quo iteration 7 gemini.txt,DPDP status quo iteration 7 gemini.txt,Gemini,Data Protection,Status Quo,7.0,Primary,False,1096,6.58,none,ai_draft,0.48889040887127455,0.13452294919355579,0.7067946195602417
E:\Research paper\output\gemini_policy_drafts\DPDP status quo iteration 8 gemini.txt,DPDP status quo iteration 8 gemini.txt,Gemini,Data Protection,Status Quo,8.0,Primary,False,1032,6.3,none,ai_draft,0.4929256735794095,0.14536797949810665,0.6889664530754089
E:\Research paper\output\gemini_policy_drafts\DPDP status quo iteration 9 gemini.txt,DPDP status quo iteration 9 gemini.txt,Gemini,Data Protection,Status Quo,9.0,Primary,False,929,5.67,none,ai_draft,0.5020126077344926,0.15449867272095397,0.6956467628479004
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 1.txt,DPDP unconstrained iteration 1.txt,Gemini,Data Protection,Unconstrained,1.0,Primary,False,811,5.07,none,ai_draft,0.553388143872777,0.15708080059312768,0.6611979007720947
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 10 gemini.txt,DPDP unconstrained iteration 10 gemini.txt,Gemini,Data Protection,Unconstrained,10.0,Primary,False,966,6.04,none,ai_draft,0.5399030578804452,0.20553514630387382,0.6698883175849915
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 2 gemini.txt,DPDP unconstrained iteration 2 gemini.txt,Gemini,Data Protection,Unconstrained,2.0,Primary,False,963,5.96,none,ai_draft,0.5350816807404469,0.1877862835366706,0.6676647067070007
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 3 gemini.txt,DPDP unconstrained iteration 3 gemini.txt,Gemini,Data Protection,Unconstrained,3.0,Primary,False,901,5.58,none,ai_draft,0.5416219860215681,0.21427506715110778,0.6565622687339783
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 4 gemini.txt,DPDP unconstrained iteration 4 gemini.txt,Gemini,Data Protection,Unconstrained,4.0,Primary,False,964,6.03,none,ai_draft,0.5533692114658788,0.23208204401236132,0.646720826625824
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 5 gemini.txt,DPDP unconstrained iteration 5 gemini.txt,Gemini,Data Protection,Unconstrained,5.0,Primary,False,695,4.31,none,ai_draft,0.5728790146420181,0.2136871219960349,0.6580307483673096
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 6 gemini.txt,DPDP unconstrained iteration 6 gemini.txt,Gemini,Data Protection,Unconstrained,6.0,Primary,False,838,5.18,none,ai_draft,0.5744754205967251,0.23268515008261614,0.6386458277702332
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 7 gemini.txt,DPDP unconstrained iteration 7 gemini.txt,Gemini,Data Protection,Unconstrained,7.0,Primary,False,867,5.37,none,ai_draft,0.5378928616129676,0.20925445436473666,0.6762574315071106
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 8 gemini_.txt,DPDP unconstrained iteration 8 gemini_.txt,Gemini,Data Protection,Unconstrained,8.0,Primary,False,1028,6.43,none,ai_draft,0.5596133078444859,0.23152358509463677,0.6466305255889893
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 9 gemini.txt,DPDP unconstrained iteration 9 gemini.txt,Gemini,Data Protection,Unconstrained,9.0,Primary,False,921,5.71,none,ai_draft,0.5491399688116055,0.2066545435875481,0.64594966173172
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 1 gemini.txt,National innovation iteration 1 gemini.txt,Gemini,National Security,Innovation,1.0,Primary,False,633,4.2,none,ai_draft,0.6885965370364893,0.671981586979776,0.5900816917419434
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 10 gemini.txt,National innovation iteration 10 gemini.txt,Gemini,National Security,Innovation,10.0,Primary,False,773,5.06,none,ai_draft,0.6840817271804741,0.6816245058711266,0.5933970808982849
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 2 gemini.txt,National innovation iteration 2 gemini.txt,Gemini,National Security,Innovation,2.0,Primary,False,776,5.2,none,ai_draft,0.6913398787952645,0.6989320731146708,0.5920795202255249
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 3 gemini.txt,National innovation iteration 3 gemini.txt,Gemini,National Security,Innovation,3.0,Primary,False,792,5.27,none,ai_draft,0.6919439432747274,0.7155907161166384,0.5984267592430115
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 4 gemini.txt,National innovation iteration 4 gemini.txt,Gemini,National Security,Innovation,4.0,Primary,False,823,5.62,none,ai_draft,0.6910386822951514,0.773747718268847,0.5910059213638306
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 5 gemini.txt,National innovation iteration 5 gemini.txt,Gemini,National Security,Innovation,5.0,Primary,False,704,4.77,none,ai_draft,0.7036238757646543,0.7566430909100166,0.5897670388221741
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 6 gemini.txt,National innovation iteration 6 gemini.txt,Gemini,National Security,Innovation,6.0,Primary,False,894,6.04,none,ai_draft,0.6819622835376541,0.7404759098342257,0.591326117515564
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 7 gemini.txt,National innovation iteration 7 gemini.txt,Gemini,National Security,Innovation,7.0,Primary,False,733,5.03,none,ai_draft,0.6846778223962818,0.7158090388346985,0.5908594131469727
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 8 gemini.txt,National innovation iteration 8 gemini.txt,Gemini,National Security,Innovation,8.0,Primary,False,740,4.84,none,ai_draft,0.6905856133624128,0.7062332030164264,0.5963966250419617
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 9 gemini.txt,National innovation iteration 9 gemini.txt,Gemini,National Security,Innovation,9.0,Primary,False,798,5.38,none,ai_draft,0.6938124448966992,0.7379008265205647,0.5865617990493774
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 1 gemini.txt,National status quo iteration 1 gemini.txt,Gemini,National Security,Status Quo,1.0,Primary,False,1197,7.18,none,ai_draft,0.4969840177504577,0.3434154359572158,0.6905169486999512
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 10 gemini.txt,National status quo iteration 10 gemini.txt,Gemini,National Security,Status Quo,10.0,Primary,False,1218,7.29,none,ai_draft,0.5019374802508131,0.42508985614993067,0.6742273569107056
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 2 gemini.txt,National status quo iteration 2 gemini.txt,Gemini,National Security,Status Quo,2.0,Primary,False,759,4.77,none,ai_draft,0.5485083889270966,0.47808228843696277,0.6817637085914612
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 3 gemini.txt,National status quo iteration 3 gemini.txt,Gemini,National Security,Status Quo,3.0,Primary,False,1239,7.47,none,ai_draft,0.4872620095393064,0.3848682981691025,0.6941883563995361
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 4 gemini.txt,National status quo iteration 4 gemini.txt,Gemini,National Security,Status Quo,4.0,Primary,False,825,4.97,none,ai_draft,0.5465412684227071,0.4362981055610289,0.6861135363578796
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 5 gemini.txt,National status quo iteration 5 gemini.txt,Gemini,National Security,Status Quo,5.0,Primary,False,974,5.98,none,ai_draft,0.5427427903690469,0.44371504351353364,0.6609340906143188
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 6 gemini.txt,National status quo iteration 6 gemini.txt,Gemini,National Security,Status Quo,6.0,Primary,False,1230,7.3,none,ai_draft,0.49706900567308293,0.3833871312639554,0.6790043115615845
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 7 gemini.txt,National status quo iteration 7 gemini.txt,Gemini,National Security,Status Quo,7.0,Primary,False,1402,8.33,none,ai_draft,0.4723901419827383,0.3097135465694366,0.727023720741272
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 8 gemini.txt,National status quo iteration 8 gemini.txt,Gemini,National Security,Status Quo,8.0,Primary,False,1090,6.54,none,ai_draft,0.5071395228932388,0.4033725230445482,0.69951331615448
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 9 gemini.txt,National status quo iteration 9 gemini.txt,Gemini,National Security,Status Quo,9.0,Primary,False,1080,6.59,none,ai_draft,0.5051969686583008,0.35032718257819384,0.6991495490074158
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 1 gemini.txt,National unconstrained iteration 1 gemini.txt,Gemini,National Security,Unconstrained,1.0,Primary,False,745,4.71,none,ai_draft,0.6348044063831717,0.5257901955000184,0.6145684719085693
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 10 gemini.txt,National unconstrained iteration 10 gemini.txt,Gemini,National Security,Unconstrained,10.0,Primary,False,891,5.67,none,ai_draft,0.6412009931091066,0.6302528498188571,0.6222434639930725
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 2 gemini.txt,National unconstrained iteration 2 gemini.txt,Gemini,National Security,Unconstrained,2.0,Primary,False,750,4.9,none,ai_draft,0.6660088132961104,0.6317773997684109,0.6029707789421082
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 3 gemini.txt,National unconstrained iteration 3 gemini.txt,Gemini,National Security,Unconstrained,3.0,Primary,False,686,4.5,none,ai_draft,0.6667927807143951,0.6485941443163854,0.5985651612281799
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 4 gemini.txt,National unconstrained iteration 4 gemini.txt,Gemini,National Security,Unconstrained,4.0,Primary,False,851,5.38,none,ai_draft,0.6377638610221188,0.6277973722749859,0.6205016374588013
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 5 gemini.txt,National unconstrained iteration 5 gemini.txt,Gemini,National Security,Unconstrained,5.0,Primary,False,662,4.23,none,ai_draft,0.6624129395342295,0.6181254032452177,0.5964937806129456
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 6 gemini.txt,National unconstrained iteration 6 gemini.txt,Gemini,National Security,Unconstrained,6.0,Primary,False,655,4.45,none,ai_draft,0.7000097846593643,0.6845719658148036,0.5725855827331543
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 7 gemini.txt,National unconstrained iteration 7 gemini.txt,Gemini,National Security,Unconstrained,7.0,Primary,False,957,6.12,none,ai_draft,0.6557231970347389,0.6123085193316036,0.6125081181526184
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 8 gemini.txt,National unconstrained iteration 8 gemini.txt,Gemini,National Security,Unconstrained,8.0,Primary,False,816,5.29,none,ai_draft,0.6487880892518123,0.6169607863177393,0.5958717465400696
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 9 gemini.txt,National unconstrained iteration 9 gemini.txt,Gemini,National Security,Unconstrained,9.0,Primary,False,919,5.84,none,ai_draft,0.6368862003078138,0.5966147984428405,0.6124128103256226
